A,R,S,H,B,W,F
6617,738,12702,0,1228,0,0
9417,2053,75779,9897,31824,444,0
12088,1226,6313,648,4550,161,2898
9930,3244,0,0,0,137,1395
16948,0,28226,3038,2402,0,2735
0,0,0,0,0,0,0
11205,73,86553,10738,21610,2,5199
9346,0,26792,5481,0,0,567
0,0,0,0,0,0,0
1826,313,7610,1280,1155,94,776
4802,403,0,0,0,11,28
7651,1651,13864,80,2017,99,0
0,0,0,0,0,0,0
3054,18,19561,3210,0,3,182
5583,122,0,132,42,24,24
6291,784,35752,224,0,29,0
2845,275,15906,0,0,10,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
16251,821,65065,7602,923,0,3749
0,0,0,0,0,0,0
10335,0,17320,2503,2285,18,747
9059,1069,22419,0,1947,78,216
3264,637,15940,0,2510,142,1052
14296,0,107897,856,17538,0,1571
8121,512,10253,1149,40,63,1421
10425,779,42936,9036,21867,216,4779
19222,1621,116216,15710,37307,0,9578
18752,440,22496,0,7875,72,554
369,29,2210,338,1389,3,10
3372,248,20477,894,1872,59,0
5042,865,0,0,0,242,749
24769,705,196970,0,0,117,0
20726,4244,0,0,0,164,0
24779,0,113605,21749,44020,0,15691
16253,1758,40571,2842,6904,249,1978
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10897,1531,42830,6482,13356,173,2109
11262,1086,66120,10466,16029,0,4815
0,0,0,0,0,0,0
13674,1557,78119,4382,11655,0,3142
0,0,0,0,0,0,0
20047,755,143271,11379,57551,177,6932
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15038,2994,8494,514,2773,219,1165
13087,897,97643,16495,17910,31,6409
3821,46,24801,4205,9298,9,1561
14146,2476,8894,0,690,0,800
7053,1114,15554,5058,2448,207,3576
12812,1527,47959,197,0,385,177
3228,315,0,0,1038,17,0
0,0,0,0,0,0,0
15004,0,18771,3571,3717,0,2213
7686,997,7744,777,247,86,1608
4215,135,15712,838,3904,18,512
0,0,0,0,0,0,0
5636,214,19781,1876,9426,6,2358
5780,220,21833,147,8348,4,1673
10642,581,30293,4482,13609,148,5074
1731,224,6004,804,2040,19,1038
11097,94,0,0,0,14,0
2544,583,21146,207,6991,24,1024
0,0,0,0,0,0,0
9198,0,58986,3488,31904,0,6233
9017,352,56004,12369,27410,14,5467
3478,249,33194,5185,3473,34,0
0,0,0,0,0,0,0
15795,591,0,0,0,107,0
5775,104,0,0,0,41,0
0,0,0,0,0,0,0
4043,119,20523,2684,7865,1,2147
9402,1973,25190,4346,11688,815,0
14040,1425,19327,2727,9699,261,1434
16020,2989,9705,1172,1725,338,3243
8303,1820,17861,0,6096,177,1249
9709,0,0,0,0,0,0
20731,0,82641,9414,15196,0,1670
21574,2151,141326,24609,30978,302,12070
2573,246,3258,570,690,70,725
14074,488,41686,1636,8942,46,0
0,0,0,0,0,0,0
11711,1079,45535,6790,0,183,537
10497,239,0,0,507,74,0
9753,1325,42890,6228,12716,30,1025
12513,3199,0,118,0,668,4
4887,689,8003,347,307,0,380
0,0,0,0,0,0,0
909,127,5347,423,0,42,44
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4563,914,17695,4222,8234,212,3428
302,24,444,59,184,0,120
10429,1888,9375,894,4055,88,3120
3779,484,5154,0,2019,115,115
13511,4826,81388,7895,51356,0,16254
10235,2674,67938,0,13851,48,0
5727,483,28193,2273,0,107,0
0,0,0,0,0,0,0
14044,2646,5731,965,1471,89,2175
0,0,0,0,0,0,0
3563,472,19714,564,3805,61,2112
4549,554,0,0,263,71,356
6758,695,18962,3965,6161,207,2181
6353,138,0,0,0,41,0
8913,705,0,0,1196,40,238
778,80,2104,559,1003,8,694
12376,1334,59857,213,14300,265,4266
5128,355,18453,5742,9313,0,169
7114,329,13771,1582,3328,75,0
16131,0,91502,17256,33795,9,9523
4117,944,14667,3234,7752,0,2236
3299,361,22458,0,5204,83,913
791,61,1148,9,460,10,56
1091,121,3802,1184,1003,8,1183
16597,1673,24892,1672,8894,328,2936
2304,64,2010,223,621,4,156
11778,1767,3666,227,933,587,517
2800,0,0,0,0,8,0
17496,0,39415,7061,16372,0,4714
0,0,0,0,0,0,0
1804,0,0,0,0,0,0
28622,1443,12080,0,6431,196,625
12047,2243,50647,3453,16884,559,0
7644,329,15173,1651,5289,57,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
14586,1191,96905,1746,43599,317,7407
0,0,0,0,0,0,0
10071,1,54852,0,4992,0,0
0,0,0,0,0,0,0
5833,596,7747,1428,0,152,143
18219,1172,44540,9878,0,236,3219
0,0,0,0,0,0,0
9414,0,46837,0,24004,0,0
6729,963,45126,3993,5363,245,3296
435,65,1330,0,0,11,6
1902,263,4824,755,0,28,0
9071,1047,9807,0,2106,24,307
0,0,0,0,0,0,0
13207,969,12939,2196,1291,87,659
9957,1341,50668,9585,25021,67,2928
10130,1602,65175,1817,10699,0,3845
2767,347,9421,2723,3614,0,0
1301,0,0,0,0,0,0
15018,1563,0,0,0,352,122
19980,1392,111542,1472,34367,25,670
19756,964,5741,474,0,137,0
0,0,0,0,0,0,0
2677,320,6065,438,2236,21,41
5636,411,38113,7089,14200,59,4105
0,0,0,0,0,0,0
20313,1117,85794,8173,6256,8,5404
19569,187,99344,1620,0,18,168
9653,267,32305,1121,9796,60,1566
12775,311,87497,10229,0,7,5698
27107,214,67659,20420,9690,0,15836
14240,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15529,3656,61980,8443,10051,959,0
7972,1384,45303,5233,37679,114,0
12039,2058,90174,9007,22986,94,6999
11585,1643,82769,0,26037,0,3314
14749,1101,94870,17097,36352,168,0
0,0,0,0,0,0,0
7216,841,51774,6623,22922,0,2696
8964,242,45785,3267,18998,35,2007
5608,548,19165,1525,0,73,17
17123,1291,112820,0,61334,9,2447
17363,2240,44270,910,12857,613,1066
3104,263,5755,1488,2480,42,150
0,0,0,0,0,0,0
3838,767,8115,117,4251,178,1965
0,0,0,0,0,0,0
1623,310,14797,0,5456,66,335
0,0,0,0,0,0,0
6744,697,39177,2680,0,67,0
12896,1464,26118,3538,3976,115,4405
9225,607,0,0,0,25,0
8173,517,21024,2811,0,76,223
11207,1786,37501,3834,14078,33,5844
12006,2175,19628,2638,0,250,3186
6533,0,11553,143,2276,0,365
8023,402,32625,1290,0,104,0
5248,859,0,1643,0,108,0
0,0,0,0,0,0,0
11333,0,53368,13221,18491,14,8935
905,87,0,0,0,1,23
5820,0,30961,2312,7091,12,1074
0,0,0,0,0,0,0
1245,107,2295,228,657,0,340
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11326,1726,94754,22310,12755,193,19298
17846,3685,21667,3927,3514,740,6110
2476,320,9202,265,2774,57,308
11685,6,76388,12903,46419,1,14536
4908,24,24030,1433,1200,10,1197
6621,1246,39205,0,1274,0,900
4611,0,9085,2526,4877,0,4083
0,0,0,0,0,0,0
15062,13,46188,7002,11952,2,1003
16353,2243,20691,2281,1925,419,1238
9665,953,33111,4401,17063,316,2992
11504,1501,85754,24108,16118,236,12543
1954,251,8059,1108,0,62,0
17445,1957,31419,0,21934,262,0
10630,382,20301,2948,0,72,580
15666,209,88878,2938,14098,43,660
9372,739,60147,5047,7863,135,0
10134,772,18291,2844,1447,170,0
19663,4478,9700,1409,2504,1036,0
2622,306,12897,1170,4687,31,1304
19468,668,87681,20749,40903,18,14480
19675,1828,93651,0,36978,0,1479
5171,748,0,60,0,237,0
0,0,0,0,0,0,0
9406,701,14868,3728,4130,151,0
26330,3389,0,548,0,234,235
10868,2214,32239,3290,10324,0,0
1591,73,3893,296,0,5,0
5724,0,11154,815,5579,0,237
2833,307,3733,437,484,48,496
16343,0,0,0,0,0,0
8070,791,0,216,0,17,14
17709,89,16110,397,3962,15,340
6190,0,3282,382,799,0,65
13574,0,0,8,1176,0,0
0,0,0,0,0,0,0
5277,467,0,0,0,47,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6258,550,10327,1526,4490,116,1564
807,152,0,8,0,0,100
27672,3733,29145,3136,1640,422,0
16897,2671,83058,12172,31861,764,0
5260,748,26119,2985,577,162,229
2257,48,11260,107,0,8,242
5300,1077,17393,1501,2339,0,0
2058,184,622,84,330,17,68
8698,1003,31551,0,5193,64,1129
0,0,0,0,0,0,0
10859,306,90158,15146,3397,8,2358
6602,175,57349,4571,8629,39,3056
8319,35,7656,0,1019,10,12
10378,2623,38290,5519,1230,0,3694
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12456,725,1988,254,472,75,0
16187,2398,32035,3593,10346,49,3321
0,0,0,0,0,0,0
15268,985,0,0,0,84,262
9324,971,0,0,0,41,429
28432,4112,133672,0,36732,1727,0
4601,389,41987,0,6354,0,1176
14310,340,2633,464,220,39,291
5152,806,35141,4740,15900,217,1234
5616,1269,0,447,0,22,247
15214,2119,43231,1350,16309,241,0
8896,0,1966,192,763,0,0
0,0,0,0,0,0,0
23268,993,0,0,0,175,0
9741,250,57472,3361,17783,68,0
10170,1239,33009,3508,9292,17,854
13492,10,54472,2570,13106,1,3832
354,26,827,171,252,4,0
3059,108,10258,744,4247,4,485
10022,576,7139,445,2009,9,999
5667,0,38654,7888,0,0,2719
8983,776,0,72,0,0,152
7033,1176,33676,1226,23793,440,6272
1734,327,7748,2776,1790,30,1845
2340,75,14394,1003,3973,17,0
12731,1649,10480,1437,3786,320,1567
0,0,0,0,0,0,0
7766,378,25156,407,7515,47,2185
9678,1417,28822,2119,4764,44,3229
2113,127,3767,338,1521,0,261
15993,0,73389,3433,30565,0,0
13305,1692,112715,2040,48247,288,4288
11422,1734,0,0,2630,368,0
15848,1259,37281,0,22248,58,13
13841,384,103099,11219,11291,87,0
0,0,0,0,0,0,0
4907,100,30179,3135,14168,18,3352
0,0,0,0,0,0,0
0,0,0,0,0,0,0
76,15,359,47,149,0,21
3400,292,5795,0,508,43,30
3126,442,17462,4083,10106,0,5069
7667,1697,17667,1772,4721,278,2229
0,0,0,0,0,0,0
8332,1152,0,0,0,136,0
0,0,0,0,0,0,0
3994,134,10096,0,3141,6,0
16302,1619,31778,6576,9232,423,2491
23981,3573,92168,8495,39353,0,0
10160,1094,70834,9269,3160,228,741
8386,1767,73233,5149,15686,0,2052
15065,732,0,0,0,40,39
13634,1398,67853,6280,0,119,2246
11305,1352,88134,14657,24964,162,748
2107,397,0,0,0,0,114
28627,5372,0,0,0,31,0
14104,1536,43961,0,0,74,0
0,0,0,0,0,0,0
16890,2474,69454,6167,17438,270,0
0,0,0,0,0,0,0
5710,731,0,0,0,35,157
4369,0,11455,0,0,7,0
986,0,0,0,0,0,0
4673,701,1499,77,0,151,58
0,0,0,0,0,0,0
14505,1476,109396,14494,68837,139,0
0,0,0,0,0,0,0
16960,2561,34041,6173,9034,317,241
10386,388,17543,1686,4567,160,1297
6676,1405,0,0,0,337,0
19889,0,41461,1713,26320,0,197
4292,250,30413,6376,4937,0,4093
4722,795,8081,1745,2520,0,511
9693,374,98069,1407,14236,7,2939
2039,0,0,0,0,0,0
11143,693,79757,12673,1275,193,1696
8287,901,27676,419,0,115,697
4582,0,19408,1242,5272,0,236
15458,953,0,0,0,139,0
12700,675,0,0,0,167,5
4235,506,11773,1552,5591,144,577
5940,985,14268,196,0,205,0
1995,48,6742,1301,3902,3,364
19900,0,7143,1050,1067,0,451
11036,1852,759,89,83,0,1692
1073,61,0,0,0,12,0
21023,0,127831,0,35811,0,3415
7172,929,38016,6811,0,274,1282
848,141,4270,568,2153,0,0
7399,939,14354,5262,31,209,1586
8275,1216,55820,2394,0,315,325
3197,588,12959,555,0,0,0
9297,512,0,0,0,152,0
0,0,0,0,0,0,0
19333,631,12948,652,4916,57,1388
8816,2479,25316,2029,5740,618,1328
0,0,0,0,0,0,0
17873,840,79884,5275,26635,101,1314
8090,888,12098,1794,1977,117,0
3733,471,9418,510,2927,23,1711
0,0,0,0,0,0,0
7157,923,4437,883,1717,216,1871
16447,2767,66258,0,39010,130,0
27309,3198,30357,1068,7063,353,0
17538,0,48352,15480,13223,0,6694
4181,0,10998,1330,3794,50,567
19496,3259,24392,0,1002,160,1601
4899,186,37547,6686,5531,38,3747
0,0,0,0,0,0,0
1145,69,3261,125,1048,0,68
0,0,0,0,0,0,0
13681,1889,108066,3907,13317,122,6734
2977,1041,15496,110,1481,235,711
0,0,0,0,0,0,0
16690,3815,0,0,0,56,0
14692,0,0,0,0,0,0
8498,971,43628,555,22526,223,0
12819,311,94126,4365,50460,46,1595
8414,1424,87497,9749,5845,0,3392
0,0,0,0,0,0,0
6923,565,35135,0,21424,0,2540
4990,184,6291,448,204,23,345
15297,528,0,0,1553,56,0
17976,1785,14892,1702,0,417,1672
0,0,0,0,0,0,0
3261,285,3739,918,0,18,616
0,0,0,0,0,0,0
0,0,0,0,0,0,0
19119,2618,58210,6458,879,172,6434
19345,3778,151861,9504,50411,0,5076
12824,0,10930,209,3116,0,214
7613,496,13763,801,1883,114,224
7142,718,12002,1187,3300,83,0
10635,2431,108273,15943,29512,326,23942
15058,2422,51193,10775,30888,109,16239
6990,1105,38027,1211,0,227,740
23528,3437,102138,0,30151,380,3832
8785,522,20621,938,10401,148,987
0,0,0,0,0,0,0
11291,1094,13459,1726,3670,157,2873
20960,910,77221,8421,5483,282,6279
2352,95,3673,418,2605,0,997
11,1,0,0,0,0,0
5500,327,41564,3104,14918,0,0
14364,0,87113,4080,31200,0,1247
5400,866,611,76,153,113,0
14141,85,0,0,0,12,0
0,0,0,0,0,0,0
8534,993,2530,252,629,226,1314
6353,20,11594,2498,1987,3,0
10594,373,50293,505,23776,0,392
7979,58,17510,3701,0,13,523
0,0,0,0,0,0,0
8267,776,37073,1496,6636,81,378
11308,0,25921,0,0,0,687
3821,0,0,0,0,0,0
16141,2211,62304,2241,13887,241,1855
12511,1073,60856,2353,16956,0,3266
11297,1959,26610,4981,709,254,222
3360,62,8481,0,2531,2,88
0,0,0,0,0,0,0
4390,33,26885,2609,11874,4,3008
17890,0,129865,21354,41092,52,7955
12909,0,16037,1909,0,0,0
8413,1233,46803,3432,12854,123,2173
0,0,0,0,0,0,0
11608,476,36708,0,371,41,185
13401,2597,31206,2575,4746,343,2141
17549,778,24117,3039,8771,128,263
8541,721,53327,5002,15779,0,0
11204,419,91958,11115,11935,15,0
13023,996,61941,2444,30917,264,12551
17637,128,29857,6679,7958,0,5393
0,0,0,0,0,0,0
4747,69,2612,12,1146,7,261
0,0,0,0,0,0,0
1134,213,6671,39,1650,43,202
0,0,0,0,0,0,0
5197,567,17533,1456,3337,141,2080
2868,452,11531,1113,3248,76,571
2806,242,6699,952,1311,63,1099
11598,0,91479,358,16303,2,2285
7681,199,38625,4977,7863,0,1085
16844,2348,0,0,0,269,0
13425,665,52629,0,31678,199,776
13764,1259,78436,14180,19755,0,0
3008,88,18391,930,7613,30,0
22093,2012,70449,10007,21795,146,2812
23142,2904,15197,1293,4440,315,1518
662,0,735,84,411,5,55
23017,3150,40890,1484,0,253,753
13856,0,36461,640,17929,0,2470
15956,0,60294,8487,0,0,1203
11287,1965,15835,1584,4420,213,0
11871,1014,0,0,0,161,0
2102,266,10801,1275,2839,19,0
5249,220,12685,1921,7236,0,370
0,0,0,0,0,0,0
23797,2304,91756,1834,28759,417,4791
21426,1248,63851,5288,0,238,0
12285,2425,19155,445,2030,192,536
15758,911,119691,0,67559,139,10748
9257,1530,18903,666,2532,227,1431
0,0,0,0,0,0,0
4729,1071,15504,0,5322,189,649
3374,0,21333,2063,4573,0,0
0,0,0,0,0,0,0
3862,334,1210,0,0,146,0
333,42,997,73,548,0,255
0,0,0,0,0,0,0
12330,369,75300,0,8887,25,0
7362,20,48600,10821,34110,3,14358
11657,0,58706,6007,17595,0,3293
0,0,0,0,0,0,0
10532,123,23810,2800,2867,17,0
10411,1890,0,0,0,0,1014
2118,0,0,0,0,0,0
8192,65,0,0,0,0,246
1142,142,4509,604,2305,0,0
5775,574,36737,2151,14559,12,4227
14605,191,54330,6960,20066,0,1522
0,0,0,0,0,0,0
5134,0,0,0,0,0,135
12755,2849,39957,0,0,361,379
2888,265,15609,683,0,0,161
7910,601,35237,6444,12620,105,2545
0,0,0,0,0,0,0
915,126,1277,0,318,27,103
2353,345,1876,494,567,71,0
6449,1001,1324,161,331,231,202
7785,80,0,0,0,14,408
13269,595,13488,2057,6017,54,1747
8746,226,38375,5612,8010,0,6751
19553,2330,0,0,0,0,0
0,0,0,0,0,0,0
9804,1825,6736,0,662,428,1043
12120,371,49017,5517,0,0,1225
0,0,0,0,0,0,0
20773,605,47079,6098,0,0,244
7088,673,0,0,0,0,291
16321,0,0,0,0,0,0
3008,0,1103,167,116,4,38
4966,1001,4897,495,2168,29,399
3787,0,0,0,0,0,0
12235,2429,149169,1933,81627,263,7336
0,0,0,0,0,0,0
7103,392,23787,0,11883,55,1628
18721,3141,29546,8604,2445,327,2483
2145,0,12526,0,8063,0,331
18818,2854,107992,17798,0,836,6159
4641,268,15003,0,0,17,0
18017,0,36012,1585,0,0,0
8513,1628,5160,567,1378,326,1439
12462,0,85801,10623,29856,0,7048
0,0,0,0,0,0,0
9676,292,3899,605,2044,33,266
10293,695,69341,10320,29925,114,9383
11147,2314,44318,15500,0,149,2432
64,3,104,11,28,1,8
0,0,0,0,0,0,0
7715,811,0,1790,0,75,0
7456,272,0,0,0,34,0
7416,418,20141,5546,2104,117,1518
8433,886,62191,2007,33291,50,3681
9380,1060,12556,1004,3163,120,2142
8451,597,17801,0,1841,40,51
14582,981,57402,7997,6901,302,0
10906,973,11307,1656,1262,161,1224
15860,474,61462,6509,42717,22,8116
15171,3207,22341,2018,2408,0,4322
8845,1428,0,0,0,182,509
5091,207,27102,740,4282,28,841
1338,0,1081,185,0,0,2
16551,0,88413,13463,24703,0,7975
15652,130,95688,19222,0,14,2031
4155,362,11221,376,2651,31,643
18553,0,102356,7695,58061,0,16097
10014,1198,59560,712,36443,210,3189
0,0,0,0,0,0,0
15076,1459,15944,2328,2466,253,1340
0,0,0,0,0,0,0
10903,803,32737,0,17658,34,4094
4702,0,0,0,0,0,0
8621,1066,0,0,0,342,714
8016,471,54023,3444,0,44,0
0,0,0,0,0,0,0
13983,1223,40205,1124,11368,2,3395
3557,23,26957,6336,12105,2,2738
19724,1661,109877,22126,31645,435,17134
24830,0,60137,2721,17795,2,1798
8596,2639,10786,1674,0,558,1714
12595,1783,25872,2684,7100,0,807
10375,807,28476,5738,0,0,3780
996,30,7005,93,0,0,0
23689,3065,51758,1766,9407,266,5378
5006,767,0,0,0,0,0
6844,429,27520,4826,1336,101,3313
2672,351,16546,813,4933,27,1167
15272,115,126859,0,53626,5,1506
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7566,568,0,491,0,46,0
9802,996,16754,2033,4659,183,0
15040,2094,62472,0,3979,279,952
12158,1922,1758,20,90,29,33
7350,0,69029,2279,32645,0,554
10504,1786,24459,1463,0,594,1114
0,0,0,0,0,0,0
18268,868,8589,1269,3665,0,1497
16351,0,141487,14583,43250,0,5405
4027,449,19285,2612,1264,164,975
6094,1443,4115,263,0,557,0
6148,636,26614,1694,15562,115,1814
3499,669,23075,2164,6950,0,1966
15262,1143,80717,0,0,238,0
21345,1348,194204,17792,144709,210,0
12494,2459,73849,7756,7182,328,2267
13864,0,51328,8063,0,0,2487
9126,945,0,0,0,230,0
5787,232,33262,5498,0,27,575
13860,1766,79113,21304,39741,360,18668
6273,349,13001,0,5039,94,779
7618,681,11325,999,2715,200,242
8539,866,50324,838,15999,0,3410
0,0,0,0,0,0,0
6277,152,66755,4175,0,26,817
215,37,909,142,240,6,63
2928,451,7362,156,1901,45,666
0,0,0,0,0,0,0
13012,1090,18530,1160,8415,0,1993
3098,280,8329,772,7052,91,54
16870,1421,71094,10399,0,169,130
18879,4463,110355,0,1419,440,91
9286,641,63728,0,20357,64,2800
12444,0,0,0,626,0,0
3140,203,13237,3443,3511,53,0
2850,160,11051,1282,0,0,0
0,0,0,0,0,0,0
15488,329,0,0,6236,24,0
7816,0,9877,1465,6843,8,266
12520,1566,0,0,0,0,0
4601,275,8988,0,2346,59,518
5394,603,17146,2331,1547,181,644
4029,378,7346,871,754,111,563
0,0,0,0,0,0,0
10130,1276,57755,12724,20258,33,13212
3668,324,0,35,0,73,46
6160,41,5625,1222,3252,4,131
0,0,0,0,0,0,0
0,0,0,0,0,0,0
700,15,0,0,0,3,1
8814,2425,0,0,0,41,693
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10741,796,19717,4342,8128,77,0
3954,407,0,0,0,139,11
0,0,0,0,0,0,0
8040,612,0,0,0,84,0
3567,678,20800,1241,5166,24,564
7305,294,18190,1392,6189,29,204
5692,0,0,0,139,0,0
2659,308,8858,1458,3252,15,393
12407,404,12682,0,1118,91,6
2676,366,0,0,0,128,0
0,0,0,0,0,0,0
7275,1062,18796,3152,3543,0,734
11049,0,70594,2659,35687,1,7059
13983,0,36252,2265,3242,0,2401
19019,3277,49478,5730,508,116,248
0,0,0,0,0,0,0
7527,261,71259,16788,19508,90,919
4171,341,2314,141,0,87,142
7715,392,22803,80,7199,50,1082
912,27,9408,0,2854,3,108
6853,607,28841,3214,8654,131,2119
0,0,0,0,0,0,0
17250,880,56549,11962,5867,95,1053
6101,0,8025,0,3626,0,249
10046,1649,0,1497,0,15,1844
16573,2664,78244,1678,0,532,296
11505,298,61159,0,18777,33,1589
4767,165,21394,2330,6447,30,2182
6265,559,29947,0,11667,0,1782
618,24,2433,0,1230,2,116
0,0,0,0,0,0,0
7923,811,44318,147,29928,82,2833
8076,383,34563,6007,11452,28,4556
0,0,0,0,0,0,0
4885,753,0,0,0,219,87
11483,1224,15025,250,3318,0,1693
24913,0,92810,13219,7026,0,0
0,0,0,0,0,0,0
6365,0,55626,5738,26392,0,5703
6325,0,23329,0,5117,0,0
22102,2016,22217,4281,4931,85,0
4998,727,0,0,0,0,0
13575,487,0,0,0,132,1607
8851,924,27339,6398,10836,196,2753
9530,1761,34394,819,15162,512,3516
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13034,0,59047,5253,28044,0,5780
12788,2233,50695,0,10350,445,1141
17469,2368,32249,4881,10801,0,6322
0,0,0,0,0,0,0
12221,0,32502,2389,9932,0,1088
15626,2026,11091,3213,4762,0,1401
10364,1118,86100,0,15386,82,1623
11009,0,39518,6999,7685,0,527
10510,722,8355,0,5473,7,793
0,0,0,0,0,0,0
19366,2342,29654,7532,9397,199,4812
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15457,1752,5324,0,0,119,271
6112,211,24678,997,2834,0,911
10252,0,51442,4671,16123,0,3056
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8119,1003,32467,3702,13586,41,1933
15594,0,0,0,0,13,110
8060,826,26244,2766,7472,38,755
5685,724,38962,7982,7277,36,2280
15899,553,0,0,0,75,0
8621,812,40099,0,18019,64,1617
7398,0,14968,1924,2569,0,0
21859,2032,70793,986,42519,371,3187
11144,646,26991,336,9872,120,2122
14856,5110,106800,0,65812,851,22055
0,0,0,0,0,0,0
34797,5589,61045,7418,30131,650,0
10245,950,33919,2237,9439,40,0
0,0,0,0,0,0,0
16088,0,47561,0,2085,0,222
0,0,0,0,0,0,0
3662,417,16438,1078,3546,82,392
11636,146,0,0,0,5,0
1255,16,9469,450,1508,3,144
15711,41,51938,8388,5327,7,0
830,110,5873,793,0,0,82
4753,0,7086,1397,757,0,272
17570,1201,33084,4924,0,105,4588
4897,0,26991,270,9971,0,1995
220,33,492,24,99,0,28
3434,75,11895,375,1537,34,263
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9715,837,16448,0,4676,118,16
0,0,0,0,0,0,0
17637,0,132184,0,22779,0,0
4172,544,39291,7451,17068,0,2839
1290,8,477,40,0,2,9
12276,1227,53586,17325,22221,277,17540
0,0,0,0,0,0,0
16680,0,89381,1418,54316,0,13821
5708,288,0,0,0,74,0
2300,0,8769,841,4082,0,650
14458,2348,0,0,647,390,137
13800,2637,105805,8173,52975,0,20805
3574,149,18675,23,8227,19,0
2764,551,8777,0,6014,0,0
5684,293,34755,8461,20391,11,3266
6226,66,14805,0,1547,11,0
2124,206,10335,942,2408,39,100
153,15,63,8,2,0,22
18114,1448,82763,2736,41831,0,12040
2520,80,6162,0,3518,26,0
0,0,0,0,0,0,0
9532,542,28485,377,14909,57,1972
10189,0,0,0,0,6,0
43,5,230,23,67,0,0
27204,2749,0,0,0,336,306
0,0,0,0,0,0,0
7796,1571,53419,4343,36355,0,6624
8540,821,13088,2755,0,54,1429
17278,1798,86401,6535,3086,141,3399
3585,135,18904,2069,0,31,513
0,0,0,0,0,0,0
5795,768,16177,542,353,67,168
0,0,0,0,0,0,0
11194,1179,0,0,0,84,286
23272,3641,90735,12844,53447,399,10402
8452,667,13168,1870,3999,75,1007
0,0,0,0,0,0,0
13822,2827,57435,12613,14932,238,2348
10089,2091,9192,818,1932,37,1254
2766,0,12869,1947,3806,28,1331
13745,1094,70457,6900,4279,136,5690
23734,639,5034,333,0,29,0
8955,688,0,52,0,109,106
9345,1304,35516,0,8687,397,566
14049,1911,68304,1025,24881,100,9266
5214,317,29049,466,5704,19,0
0,0,0,0,0,0,0
362,3,731,163,169,0,81
23599,2018,61239,2066,14834,318,574
840,85,2334,205,1035,15,259
3878,708,0,0,0,103,266
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6792,218,7511,250,3627,40,497
12186,0,90018,10537,38745,0,0
23328,314,128974,4093,30552,34,9421
0,0,0,0,0,0,0
15770,1782,12667,1228,4631,185,0
346,48,0,51,0,5,0
5189,795,982,39,105,215,367
8903,264,36444,2759,5636,104,352
9470,1301,73878,6070,5113,59,2212
1101,60,1704,179,0,5,146
3073,412,0,12,0,0,292
25531,4313,170570,22829,40826,610,23608
9150,0,20987,0,5867,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8313,783,12187,2283,1627,139,871
1504,57,1449,448,216,0,46
5991,932,21540,3957,6478,0,1752
15101,0,0,0,0,17,0
8385,0,10103,2407,0,0,197
1547,64,951,120,731,10,59
13768,409,25114,0,737,34,117
0,0,0,0,0,0,0
8675,612,62160,4482,28985,101,8501
3462,0,17901,1822,4010,0,994
0,0,0,0,0,0,0
9784,1753,0,291,0,87,619
889,98,5271,585,755,28,644
12326,0,0,0,0,0,0
14186,2101,32947,4309,17645,442,0
0,0,0,0,0,0,0
16104,0,10879,731,0,0,0
602,52,4341,179,1869,5,749
0,0,0,0,0,0,0
7269,582,0,0,3001,36,604
3247,136,9360,0,3221,21,673
9251,1026,67220,12514,20593,319,2584
3940,312,14247,2884,3523,24,2974
20022,976,100901,0,74669,180,2184
